CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,ELAProf_Score,ELAProf_Weight,MathProf_Score,MathProf_Weight,Grad4YR_Score,Grad4YR_Weight,Grad5YR_Score,Grad5YR_Weight,ELAGrowth_Score,ELAGrowth_Weight,MathGrowth_Score,MathGrowth_Weight,ELP_Score,ELP_Weight,CA_Score,CA_Weight,SummativeScore,SummativeRating,CompSupport_Bottom5%,CompSupport_Grad67,AccountabilityIndicator,IndicatorScore,IndicatorWeight,Year
05,BURLINGTON,1030,DELANCO TWP,030,M. JOAN PEARSON ELEMENTARY SCHOOL,18.96,17.5%,39.04,17.5%,9999999,9999999,9999999,9999999,5.98,25.0%,8.78,25.0%,9999999,9999999,52.82,15.0%,21.76,9.83,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1030,DELANCO TWP,060,WALNUT STREET SCHOOL,21.15,17.5%,11.08,17.5%,9999999,9999999,9999999,9999999,78.91,25.0%,7.06,25.0%,9999999,9999999,48.80,15.0%,34.45,25.41,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1060,DELRAN TWP,005,DELRAN HIGH SCHOOL,26.65,15.0%,48.42,15.0%,24.93,20.0%,66.38,20.0%,9999999,9999999,9999999,9999999,81.82,20.0%,61.49,10.0%,52.04,50.43,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1060,DELRAN TWP,007,DELRAN MIDDLE SCHOOL,39.81,17.5%,30.27,17.5%,9999999,9999999,9999999,9999999,80.39,25.0%,80.24,25.0%,9999999,9999999,41.19,15.0%,58.60,63.51,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1060,DELRAN TWP,015,DELRAN INTERMEDIATE SCHOOL,17.18,15.0%,37.74,15.0%,9999999,9999999,9999999,9999999,43.19,20.0%,91.81,20.0%,57.45,20.0%,78.66,10.0%,54.59,56.64,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1250,EASTAMPTON TWP,060,EASTAMPTON TOWNSHIP COMMUNITY SCHOOL,21.39,17.5%,20.62,17.5%,9999999,9999999,9999999,9999999,4.68,25.0%,15.01,25.0%,9999999,9999999,9.95,15.0%,13.77,3.97,Yes,No,NA,NA,NA,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,050,MILDRED MAGOWAN ELEMENTARY SCHOOL,24.29,15.0%,26.66,15.0%,9999999,9999999,9999999,9999999,81.40,20.0%,61.48,20.0%,82.55,20.0%,18.76,10.0%,54.61,56.69,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,070,SAMUEL M RIDGWAY MIDDLE SCHOOL,27.37,15.0%,23.58,15.0%,9999999,9999999,9999999,9999999,55.09,20.0%,15.96,20.0%,0.43,20.0%,59.65,10.0%,27.90,16.05,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,030,FRANCES DEMASI ELEMENTARY SCHOOL,27.43,17.5%,41.00,17.5%,9999999,9999999,9999999,9999999,48.93,25.0%,46.71,25.0%,9999999,9999999,95.80,15.0%,50.25,49.64,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,040,FRANCES DEMASI MIDDLE SCHOOL,53.91,17.5%,32.88,17.5%,9999999,9999999,9999999,9999999,69.08,25.0%,44.27,25.0%,9999999,9999999,39.63,15.0%,49.47,48.52,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,055,HELEN L BEELER,31.16,17.5%,33.89,17.5%,9999999,9999999,9999999,9999999,39.57,25.0%,5.40,25.0%,9999999,9999999,77.28,15.0%,34.22,24.70,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,057,J HAROLD VAN ZANT,49.76,17.5%,44.43,17.5%,9999999,9999999,9999999,9999999,29.74,25.0%,17.92,25.0%,9999999,9999999,72.12,15.0%,39.22,31.75,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,058,MARLTON ELEMENTARY,30.39,17.5%,58.41,17.5%,9999999,9999999,9999999,9999999,42.89,25.0%,20.89,25.0%,9999999,9999999,84.77,15.0%,44.20,39.51,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,060,MARLTON MIDDLE,53.14,17.5%,40.17,17.5%,9999999,9999999,9999999,9999999,26.84,25.0%,76.50,25.0%,9999999,9999999,62.83,15.0%,51.59,52.01,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,065,RICHARD L RICE SCHOOL,73.28,17.5%,64.99,17.5%,9999999,9999999,9999999,9999999,80.92,25.0%,16.50,25.0%,9999999,9999999,76.80,15.0%,60.07,66.17,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1420,EVESHAM TWP,070,ROBERT B JAGGARD SCHOOL,80.27,17.5%,85.72,17.5%,9999999,9999999,9999999,9999999,89.22,25.0%,57.98,25.0%,9999999,9999999,72.60,15.0%,76.74,87.68,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1520,FLORENCE TWP,050,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,18.34,17.5%,17.77,17.5%,52.44,25.0%,68.10,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,29.89,15.0%,40.94,34.38,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1520,FLORENCE TWP,055,FLORENCE RIVERFRONT SCHOOL,9.60,17.5%,17.36,17.5%,9999999,9999999,9999999,9999999,10.31,25.0%,33.59,25.0%,9999999,9999999,42.09,15.0%,22.00,10.07,No,No,NA,NA,NA,2017-18
05,BURLINGTON,1520,FLORENCE TWP,070,ROEBLING ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,1910,HAINESPORT TWP,050,HAINESPORT TOWNSHIP SCHOOL,34.12,17.5%,40.46,17.5%,9999999,9999999,9999999,9999999,6.87,25.0%,10.03,25.0%,9999999,9999999,41.01,15.0%,23.43,11.67,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,040,CHEROKEE HIGH SCHOOL,48.71,17.5%,56.16,17.5%,67.34,25.0%,71.84,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,65.80,15.0%,63.02,66.76,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,050,LENAPE HIGH SCHOOL,51.86,17.5%,51.00,17.5%,53.30,25.0%,52.30,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,54.31,15.0%,52.55,51.29,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,060,SHAWNEE HIGH SCHOOL,65.04,17.5%,68.19,17.5%,87.97,25.0%,87.93,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,77.30,15.0%,78.89,85.67,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,070,SENECA HIGH SCHOOL,49.28,17.5%,44.13,17.5%,70.77,25.0%,77.01,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,57.18,15.0%,61.87,65.33,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,010,ASHBROOK ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,020,BOBBY'S RUN ELEMENTARY SCHOOL,43.54,17.5%,45.56,17.5%,9999999,9999999,9999999,9999999,36.49,25.0%,34.12,25.0%,9999999,9999999,48.44,15.0%,40.51,33.53,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,060,LUMBERTON MIDDLE SCHOOL,48.10,17.5%,32.46,17.5%,9999999,9999999,9999999,9999999,10.25,25.0%,52.28,25.0%,9999999,9999999,49.16,15.0%,37.11,29.15,No,No,NA,NA,NA,2017-18
05,BURLINGTON,2960,MANSFIELD TWP,040,MANSFIELD TOWNSHIP ELEMENTARY SCHOOL,87.09,17.5%,69.79,17.5%,9999999,9999999,9999999,9999999,97.51,25.0%,78.99,25.0%,9999999,9999999,87.83,15.0%,84.75,94.91,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,030,MAPLE SHADE HIGH SCHOOL,22.92,12.5%,43.75,12.5%,6.38,15.0%,34.04,15.0%,41.67,15.0%,80.00,15.0%,9999999,9999999,27.27,15.0%,36.74,33.33,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,080,MAUDE M. WILKINS ELEMENTARY SCHOOL,19.37,17.5%,23.64,17.5%,9999999,9999999,9999999,9999999,55.69,25.0%,37.27,25.0%,9999999,9999999,35.43,15.0%,36.08,27.49,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,100,RALPH J. STEINHAUER ELEMENTARY SCHOOL,19.08,17.5%,11.85,17.5%,9999999,9999999,9999999,9999999,35.01,25.0%,50.86,25.0%,9999999,9999999,55.82,15.0%,35.25,26.07,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3070,MEDFORD LAKES BORO,040,NEETA SCHOOL,43.42,17.5%,30.69,17.5%,9999999,9999999,9999999,9999999,43.66,25.0%,18.10,25.0%,9999999,9999999,46.76,15.0%,35.42,26.36,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,030,CHAIRVILLE ELEMENTARY SCHOOL,93.96,17.5%,70.73,17.5%,9999999,9999999,9999999,9999999,68.96,25.0%,87.18,25.0%,9999999,9999999,93.29,15.0%,81.85,92.77,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,040,CRANBERRY PINES ELEMENTARY,90.17,17.5%,93.54,17.5%,9999999,9999999,9999999,9999999,60.43,25.0%,22.97,25.0%,9999999,9999999,81.24,15.0%,65.18,73.64,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,045,KIRBY'S MILL ELEMENTARY SCHOOL,73.82,17.5%,76.42,17.5%,9999999,9999999,9999999,9999999,22.39,25.0%,72.46,25.0%,9999999,9999999,96.88,15.0%,64.54,72.75,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,050,HAINES SIXTH GRADE CENTER,82.88,17.5%,53.50,17.5%,9999999,9999999,9999999,9999999,63.98,25.0%,28.61,25.0%,9999999,9999999,56.53,15.0%,55.49,57.94,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,055,MEDFORD MEMORIAL MIDDLE SCHOOL,86.32,17.5%,76.07,17.5%,9999999,9999999,9999999,9999999,34.36,25.0%,41.01,25.0%,9999999,9999999,32.55,15.0%,52.14,52.73,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,060,MILTON H. ALLEN ELEMENTARY SCHOOL,76.07,17.5%,89.45,17.5%,9999999,9999999,9999999,9999999,17.77,25.0%,47.83,25.0%,9999999,9999999,93.05,15.0%,59.32,64.75,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3080,MEDFORD TWP,070,TAUNTON FORGE ELEMENTARY SCHOOL,85.96,17.5%,61.20,17.5%,9999999,9999999,9999999,9999999,93.48,25.0%,25.10,25.0%,9999999,9999999,85.43,15.0%,68.21,77.96,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,040,MOORESTOWN HIGH SCHOOL,68.77,17.5%,76.22,17.5%,93.98,25.0%,88.22,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,68.68,15.0%,81.22,88.25,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,060,GEORGE C. BAKER ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,100,MARY E. ROBERTS ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,110,WILLIAM ALLEN MIDDLE SCHOOL,83.77,17.5%,93.72,17.5%,9999999,9999999,9999999,9999999,59.66,25.0%,98.46,25.0%,9999999,9999999,84.65,15.0%,83.29,93.60,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,115,MOORESTOWN UPPER ELEMENTARY SCHOOL,68.84,17.5%,72.39,17.5%,9999999,9999999,9999999,9999999,8.06,25.0%,32.46,25.0%,9999999,9999999,79.74,15.0%,46.81,43.96,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,120,SOUTH VALLEY ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,050,GERTRUDE C. FOLWELL ELEMENTARY SCHOOL,40.70,17.5%,31.99,17.5%,9999999,9999999,9999999,9999999,60.90,25.0%,90.86,25.0%,9999999,9999999,47.96,15.0%,57.86,62.09,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,060,F. W. HOLBEIN MIDDLE SCHOOL,22.69,17.5%,16.94,17.5%,9999999,9999999,9999999,9999999,5.81,25.0%,68.78,25.0%,9999999,9999999,13.61,15.0%,27.62,15.58,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,010,COUNTRYSIDE ELEMENTARY SCHOOL,71.86,17.5%,75.41,17.5%,9999999,9999999,9999999,9999999,48.10,25.0%,37.80,25.0%,9999999,9999999,72.90,15.0%,58.19,62.91,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,045,FLEETWOOD ELEMENTARY SCHOOL,28.50,17.5%,54.32,17.5%,9999999,9999999,9999999,9999999,94.25,25.0%,85.40,25.0%,9999999,9999999,40.53,15.0%,65.49,74.17,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,047,HARTFORD UPPER ELEMENTARY SCHOOL,57.23,17.5%,54.92,17.5%,9999999,9999999,9999999,9999999,44.08,25.0%,42.73,25.0%,9999999,9999999,55.04,15.0%,49.58,48.76,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,050,HILLSIDE ELEMENTARY SCHOOL,27.55,17.5%,63.98,17.5%,9999999,9999999,9999999,9999999,28.55,25.0%,96.85,25.0%,9999999,9999999,83.81,15.0%,59.94,65.88,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,055,LARCHMONT ELEMENTARY SCHOOL,55.04,17.5%,65.58,17.5%,9999999,9999999,9999999,9999999,98.28,25.0%,93.89,25.0%,9999999,9999999,33.87,15.0%,74.23,85.19,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,060,T. E. HARRINGTON MIDDLE SCHOOL,44.19,17.5%,49.94,17.5%,9999999,9999999,9999999,9999999,7.23,25.0%,35.43,25.0%,9999999,9999999,38.67,15.0%,32.94,22.81,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,065,PARKWAY ELEMENTARY SCHOOL,59.30,17.5%,60.96,17.5%,9999999,9999999,9999999,9999999,10.13,25.0%,55.55,25.0%,9999999,9999999,78.96,15.0%,49.31,48.10,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,075,SPRINGVILLE ELEMENTARY SCHOOL,53.32,17.5%,83.06,17.5%,9999999,9999999,9999999,9999999,88.33,25.0%,96.08,25.0%,9999999,9999999,67.03,15.0%,80.02,91.11,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,050,NEW HANOVER TOWNSHIP SCHOOL,31.58,15.0%,33.95,15.0%,9999999,9999999,9999999,9999999,66.17,20.0%,33.77,20.0%,52.13,20.0%,20.14,10.0%,42.26,35.49,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,036,NORTH HANOVER TOWNSHIP UPPER ELEMENTARY SCHOOL,52.90,17.5%,59.42,17.5%,9999999,9999999,9999999,9999999,53.61,25.0%,82.02,25.0%,9999999,9999999,45.08,15.0%,60.33,66.77,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,040,CLARENCE B. LAMB ELEMENTARY SCHOOL,31.69,17.5%,46.39,17.5%,9999999,9999999,9999999,9999999,60.66,25.0%,94.90,25.0%,9999999,9999999,41.55,15.0%,58.79,63.86,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,050,NORTHERN BURLINGTON COUNTY REGIONAL HIGH SCHOOL,58.74,17.5%,53.87,17.5%,49.00,25.0%,55.17,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,45.40,15.0%,52.56,51.58,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,060,NORTHERN BURLINGTON COUNTY REGIONAL MIDDLE SCHOOL,83.06,17.5%,74.05,17.5%,9999999,9999999,9999999,9999999,37.03,25.0%,64.04,25.0%,9999999,9999999,52.04,15.0%,60.57,67.12,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,050,PALMYRA HIGH SCHOOL,27.08,12.5%,10.42,12.5%,14.89,15.0%,2.13,15.0%,62.50,15.0%,42.22,15.0%,9999999,9999999,25.00,15.0%,26.70,12.50,No,No,NA,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,060,CHARLES STREET SCHOOL,20.02,17.5%,23.82,17.5%,9999999,9999999,9999999,9999999,26.07,25.0%,20.30,25.0%,9999999,9999999,42.57,15.0%,25.65,13.45,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,050,HELEN A. FORT MIDDLE SCHOOL,19.73,17.5%,8.18,17.5%,9999999,9999999,9999999,9999999,24.05,25.0%,12.52,25.0%,9999999,9999999,7.37,15.0%,15.13,4.80,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,055,PEMBERTON TOWNSHIP HIGH SCHOOL,22.35,17.5%,14.33,17.5%,21.78,25.0%,21.26,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,11.21,15.0%,18.86,12.61,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,110,FORT DIX ELEMENTARY SCHOOL,27.96,17.5%,67.77,17.5%,9999999,9999999,9999999,9999999,56.34,25.0%,62.91,25.0%,9999999,9999999,67.45,15.0%,56.68,60.19,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,130,ALEXANDER DENBO,20.68,17.5%,34.18,17.5%,9999999,9999999,9999999,9999999,5.04,25.0%,9.55,25.0%,9999999,9999999,60.37,15.0%,22.30,10.49,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,135,SAMUEL T. BUSANSKY SCHOOL,17.36,17.5%,20.38,17.5%,9999999,9999999,9999999,9999999,34.89,25.0%,46.41,25.0%,9999999,9999999,16.85,15.0%,29.46,17.95,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,140,JOSEPH S. STACKHOUSE SCHOOL,16.23,17.5%,14.10,17.5%,9999999,9999999,9999999,9999999,36.61,25.0%,7.30,25.0%,9999999,9999999,21.46,15.0%,19.51,8.00,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,302,MARCUS NEWCOMB MIDDLE SCHOOL,5.39,17.5%,7.70,17.5%,9999999,9999999,9999999,9999999,4.80,25.0%,14.60,25.0%,9999999,9999999,9.65,15.0%,8.59,1.90,Yes,No,NA,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,050,RANCOCAS VALLEY REGIONAL HIGH SCHOOL,43.27,17.5%,71.35,17.5%,16.91,25.0%,45.69,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,34.77,15.0%,40.92,34.10,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,050,RIVERSIDE HIGH SCHOOL,6.30,15.0%,15.19,15.0%,20.63,20.0%,6.03,20.0%,9999999,9999999,9999999,9999999,38.18,20.0%,41.09,10.0%,20.30,13.75,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,060,RIVERSIDE ELEMENTARY SCHOOL,6.93,15.0%,11.37,15.0%,9999999,9999999,9999999,9999999,34.60,20.0%,87.60,20.0%,18.51,20.0%,33.51,10.0%,34.24,24.88,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,070,RIVERSIDE MIDDLE SCHOOL,3.79,17.5%,1.90,17.5%,9999999,9999999,9999999,9999999,33.83,25.0%,4.81,25.0%,9999999,9999999,24.28,15.0%,14.30,4.44,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,050,RIVERTON SCHOOL,86.49,17.5%,74.53,17.5%,9999999,9999999,9999999,9999999,59.60,25.0%,51.87,25.0%,9999999,9999999,83.99,15.0%,68.64,78.44,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,050,INDIAN MILLS ELEMENTARY SCHOOL,33.83,17.5%,62.14,17.5%,9999999,9999999,9999999,9999999,33.29,25.0%,52.64,25.0%,9999999,9999999,53.72,15.0%,46.34,42.95,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,055,INDIAN MILLS MEMORIAL SCHOOL,39.51,17.5%,50.95,17.5%,9999999,9999999,9999999,9999999,64.34,25.0%,80.18,25.0%,9999999,9999999,22.12,15.0%,55.28,57.76,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,060,SOUTHAMPTON TOWNSHIP SCHOOL #2,42.83,17.5%,56.16,17.5%,9999999,9999999,9999999,9999999,92.00,25.0%,73.12,25.0%,9999999,9999999,93.17,15.0%,72.58,82.94,No,No,NA,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,070,SOUTHAMPTON TOWNSHIP SCHOOL #3,74.64,17.5%,52.78,17.5%,9999999,9999999,9999999,9999999,75.36,25.0%,71.28,25.0%,9999999,9999999,99.16,15.0%,73.83,84.66,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,050,SPRINGFIELD TOWNSHIP SCHOOL,59.83,17.5%,81.28,17.5%,9999999,9999999,9999999,9999999,53.44,25.0%,89.55,25.0%,9999999,9999999,24.04,15.0%,64.05,72.33,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,040,KENNETH R. OLSON MIDDLE SCHOOL,22.45,17.5%,10.72,17.5%,9999999,9999999,9999999,9999999,53.97,25.0%,10.56,25.0%,9999999,9999999,44.06,15.0%,28.55,17.00,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,060,TABERNACLE ELEMENTARY SCHOOL,21.45,17.5%,29.92,17.5%,9999999,9999999,9999999,9999999,1.24,25.0%,2.26,25.0%,9999999,9999999,67.81,15.0%,20.03,8.65,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,020,HOLLY HILLS ELEMENTARY SCHOOL,42.30,17.5%,34.36,17.5%,9999999,9999999,9999999,9999999,6.40,25.0%,14.78,25.0%,9999999,9999999,29.80,15.0%,23.18,11.32,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,050,WESTAMPTON TOWNSHIP MIDDLE SCHOOL,60.49,17.5%,30.92,17.5%,9999999,9999999,9999999,9999999,52.13,25.0%,55.25,25.0%,9999999,9999999,38.61,15.0%,48.63,46.50,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,053,WILLINGBORO HIGH SCHOOL,6.02,17.5%,8.88,17.5%,36.39,25.0%,9.48,25.0%,9999999,9999999,9999999,9999999,9999999,9999999,14.37,15.0%,16.23,11.17,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,057,WILLINGBORO MEMORIAL MIDDLE SCHOOL,12.44,17.5%,9.24,17.5%,9999999,9999999,9999999,9999999,15.28,25.0%,24.99,25.0%,9999999,9999999,4.08,15.0%,14.47,4.56,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,064,GARFIELD EAST ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,065,HAWTHORNE PARK ELEMENTARY SCHOOL,33.18,17.5%,29.62,17.5%,9999999,9999999,9999999,9999999,34.30,25.0%,2.79,25.0%,9999999,9999999,17.15,15.0%,22.83,11.20,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,080,W. R. JAMES SR. ELEMENTARY SCHOOL,13.09,17.5%,2.78,17.5%,9999999,9999999,9999999,9999999,12.44,25.0%,5.46,25.0%,9999999,9999999,10.85,15.0%,8.88,2.07,Yes,No,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,090,J. C. STUART ELEMENTARY SCHOOL,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,120,TWIN HILLS ELEMENTARY SCHOOL,56.81,17.5%,57.76,17.5%,9999999,9999999,9999999,9999999,85.72,25.0%,96.32,25.0%,9999999,9999999,92.21,15.0%,79.39,90.52,No,No,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,NA,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,030,CHATSWORTH ELEMENTARY SCHOOL,18.36,17.5%,8.29,17.5%,9999999,9999999,9999999,9999999,50.18,25.0%,41.36,25.0%,9999999,9999999,5.58,15.0%,28.39,16.82,No,No,NA,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,29.17,12.5%,37.50,12.5%,27.66,15.0%,31.91,15.0%,60.42,15.0%,84.44,15.0%,9999999,9999999,38.64,15.0%,44.79,45.83,No,No,NA,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,050,MANSION AVENUE SCHOOL,54.56,17.5%,30.81,17.5%,9999999,9999999,9999999,9999999,45.62,25.0%,62.49,25.0%,9999999,9999999,50.66,15.0%,49.57,48.70,No,No,NA,NA,NA,2017-18
07,CAMDEN,0190,BARRINGTON BORO,010,AVON ELEMENTARY SCHOOL,47.27,17.5%,46.74,17.5%,9999999,9999999,9999999,9999999,85.37,25.0%,67.06,25.0%,9999999,9999999,78.60,15.0%,66.35,75.47,No,No,NA,NA,NA,2017-18
