CountyCode,CountyName,DistrictCode,DistrictName,Teachers/Admins,RetentionPct_District,RetentionPct_State,Year
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,Teachers,92.3,90.2,2017-18
25,MONMOUTH,3270,MONMOUTH REGIONAL,Administrators,90.9,86.2,2017-18
25,MONMOUTH,3270,MONMOUTH REGIONAL,Teachers,87.8,90.2,2017-18
25,MONMOUTH,3500,NEPTUNE CITY,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3500,NEPTUNE CITY,Teachers,82.9,90.2,2017-18
25,MONMOUTH,3510,NEPTUNE TWP,Administrators,96.7,86.2,2017-18
25,MONMOUTH,3510,NEPTUNE TWP,Teachers,91.9,90.2,2017-18
25,MONMOUTH,3810,OCEAN TWP,Administrators,76.0,86.2,2017-18
25,MONMOUTH,3810,OCEAN TWP,Teachers,92.8,90.2,2017-18
25,MONMOUTH,3830,OCEANPORT BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,3830,OCEANPORT BORO,Teachers,94.9,90.2,2017-18
25,MONMOUTH,4360,RED BANK BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4360,RED BANK BORO,Teachers,85.6,90.2,2017-18
25,MONMOUTH,4365,RED BANK REGIONAL,Administrators,83.3,86.2,2017-18
25,MONMOUTH,4365,RED BANK REGIONAL,Teachers,85.7,90.2,2017-18
25,MONMOUTH,4520,ROOSEVELT BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4520,ROOSEVELT BORO,Teachers,91.7,90.2,2017-18
25,MONMOUTH,4570,RUMSON BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4570,RUMSON BORO,Teachers,90.9,90.2,2017-18
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,Administrators,90.9,86.2,2017-18
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,Teachers,94.1,90.2,2017-18
25,MONMOUTH,4690,SEA GIRT BORO,Administrators,33.3,86.2,2017-18
25,MONMOUTH,4690,SEA GIRT BORO,Teachers,85.0,90.2,2017-18
25,MONMOUTH,4760,SHORE REGIONAL,Administrators,100.0,86.2,2017-18
25,MONMOUTH,4760,SHORE REGIONAL,Teachers,96.4,90.2,2017-18
25,MONMOUTH,4770,SHREWSBURY BORO,Administrators,75.0,86.2,2017-18
25,MONMOUTH,4770,SHREWSBURY BORO,Teachers,86.7,90.2,2017-18
25,MONMOUTH,4980,SPRING LAKE BORO,Administrators,33.3,86.2,2017-18
25,MONMOUTH,4980,SPRING LAKE BORO,Teachers,92.3,90.2,2017-18
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,Administrators,66.7,86.2,2017-18
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,Teachers,91.7,90.2,2017-18
25,MONMOUTH,5185,TINTON FALLS,Administrators,88.9,86.2,2017-18
25,MONMOUTH,5185,TINTON FALLS,Teachers,92.7,90.2,2017-18
25,MONMOUTH,5230,UNION BEACH,Administrators,100.0,86.2,2017-18
25,MONMOUTH,5230,UNION BEACH,Teachers,95.2,90.2,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Administrators,93.8,86.2,2017-18
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,Teachers,96.0,90.2,2017-18
25,MONMOUTH,5420,WALL TWP,Administrators,95.5,86.2,2017-18
25,MONMOUTH,5420,WALL TWP,Teachers,92.1,90.2,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Administrators,100.0,86.2,2017-18
25,MONMOUTH,5640,WEST LONG BRANCH BORO,Teachers,87.3,90.2,2017-18
27,MORRIS,0450,BOONTON TOWN,Administrators,75.0,86.2,2017-18
27,MORRIS,0450,BOONTON TOWN,Teachers,90.2,90.2,2017-18
27,MORRIS,0460,BOONTON TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,0460,BOONTON TWP,Teachers,88.4,90.2,2017-18
27,MORRIS,0630,BUTLER BORO,Administrators,80.0,86.2,2017-18
27,MORRIS,0630,BUTLER BORO,Teachers,90.6,90.2,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Administrators,92.9,86.2,2017-18
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,Teachers,89.6,90.2,2017-18
27,MORRIS,0820,CHESTER TWP,Administrators,85.7,86.2,2017-18
27,MORRIS,0820,CHESTER TWP,Teachers,94.7,90.2,2017-18
27,MORRIS,1090,DENVILLE TWP,Administrators,90.9,86.2,2017-18
27,MORRIS,1090,DENVILLE TWP,Teachers,86.5,90.2,2017-18
27,MORRIS,1110,DOVER TOWN,Administrators,89.5,86.2,2017-18
27,MORRIS,1110,DOVER TOWN,Teachers,88.9,90.2,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Administrators,88.9,86.2,2017-18
27,MORRIS,1190,EAST HANOVER TWP,Teachers,86.4,90.2,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Administrators,87.5,86.2,2017-18
27,MORRIS,1530,FLORHAM PARK BORO,Teachers,86.2,90.2,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Administrators,92.3,86.2,2017-18
27,MORRIS,1990,HANOVER PARK REGIONAL,Teachers,93.4,90.2,2017-18
27,MORRIS,2000,HANOVER TWP,Administrators,88.9,86.2,2017-18
27,MORRIS,2000,HANOVER TWP,Teachers,95.6,90.2,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Administrators,50.0,86.2,2017-18
27,MORRIS,2010,HARDING TOWNSHIP,Teachers,97.2,90.2,2017-18
27,MORRIS,2380,JEFFERSON TWP,Administrators,95.8,86.2,2017-18
27,MORRIS,2380,JEFFERSON TWP,Teachers,80.4,90.2,2017-18
27,MORRIS,2460,KINNELON BORO,Administrators,100.0,86.2,2017-18
27,MORRIS,2460,KINNELON BORO,Teachers,91.0,90.2,2017-18
27,MORRIS,2650,LINCOLN PARK BORO,Administrators,83.3,86.2,2017-18
27,MORRIS,2650,LINCOLN PARK BORO,Teachers,91.8,90.2,2017-18
27,MORRIS,2870,MADISON BORO,Administrators,63.2,86.2,2017-18
27,MORRIS,2870,MADISON BORO,Teachers,88.1,90.2,2017-18
27,MORRIS,3090,MENDHAM BORO,Administrators,100.0,86.2,2017-18
27,MORRIS,3090,MENDHAM BORO,Teachers,75.5,90.2,2017-18
27,MORRIS,3100,MENDHAM TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,3100,MENDHAM TWP,Teachers,92.0,90.2,2017-18
27,MORRIS,3240,MINE HILL TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,3240,MINE HILL TWP,Teachers,100.0,90.2,2017-18
27,MORRIS,3340,MONTVILLE TWP,Administrators,83.3,86.2,2017-18
27,MORRIS,3340,MONTVILLE TWP,Teachers,88.5,90.2,2017-18
27,MORRIS,3364,EDUC SERV COMM MORRIS CO,Administrators,80.0,86.2,2017-18
27,MORRIS,3364,EDUC SERV COMM MORRIS CO,Teachers,85.3,90.2,2017-18
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,Administrators,100.0,86.2,2017-18
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,Teachers,84.0,90.2,2017-18
27,MORRIS,3370,MORRIS HILLS REGIONAL,Administrators,92.6,86.2,2017-18
27,MORRIS,3370,MORRIS HILLS REGIONAL,Teachers,93.8,90.2,2017-18
27,MORRIS,3380,MORRIS PLAINS BORO,Administrators,100.0,86.2,2017-18
27,MORRIS,3380,MORRIS PLAINS BORO,Teachers,93.7,90.2,2017-18
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,Administrators,93.3,86.2,2017-18
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,Teachers,89.7,90.2,2017-18
27,MORRIS,3410,MOUNT ARLINGTON BORO,Administrators,80.0,86.2,2017-18
27,MORRIS,3410,MOUNT ARLINGTON BORO,Teachers,84.6,90.2,2017-18
27,MORRIS,3450,MOUNT OLIVE TWP,Administrators,92.3,86.2,2017-18
27,MORRIS,3450,MOUNT OLIVE TWP,Teachers,93.9,90.2,2017-18
27,MORRIS,3460,MOUNTAIN LAKES BORO,Administrators,86.7,86.2,2017-18
27,MORRIS,3460,MOUNTAIN LAKES BORO,Teachers,88.1,90.2,2017-18
27,MORRIS,3520,NETCONG BORO,Administrators,75.0,86.2,2017-18
27,MORRIS,3520,NETCONG BORO,Teachers,69.0,90.2,2017-18
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,Administrators,83.7,86.2,2017-18
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,Teachers,94.8,90.2,2017-18
27,MORRIS,4000,LONG HILL TWP,Administrators,83.3,86.2,2017-18
27,MORRIS,4000,LONG HILL TWP,Teachers,91.6,90.2,2017-18
27,MORRIS,4080,PEQUANNOCK TWP,Administrators,100.0,86.2,2017-18
27,MORRIS,4080,PEQUANNOCK TWP,Teachers,87.3,90.2,2017-18
27,MORRIS,4330,RANDOLPH TWP,Administrators,92.6,86.2,2017-18
27,MORRIS,4330,RANDOLPH TWP,Teachers,90.6,90.2,2017-18
27,MORRIS,4440,RIVERDALE BORO,Administrators,33.3,86.2,2017-18
27,MORRIS,4440,RIVERDALE BORO,Teachers,93.8,90.2,2017-18
27,MORRIS,4480,ROCKAWAY BORO,Administrators,60.0,86.2,2017-18
27,MORRIS,4480,ROCKAWAY BORO,Teachers,94.1,90.2,2017-18
27,MORRIS,4490,ROCKAWAY TWP,Administrators,81.8,86.2,2017-18
27,MORRIS,4490,ROCKAWAY TWP,Teachers,86.7,90.2,2017-18
27,MORRIS,4560,ROXBURY TWP,Administrators,82.8,86.2,2017-18
27,MORRIS,4560,ROXBURY TWP,Teachers,89.9,90.2,2017-18
27,MORRIS,5520,WASHINGTON TWP,Administrators,90.9,86.2,2017-18
27,MORRIS,5520,WASHINGTON TWP,Teachers,91.9,90.2,2017-18
27,MORRIS,5660,WEST MORRIS REGIONAL,Administrators,89.5,86.2,2017-18
27,MORRIS,5660,WEST MORRIS REGIONAL,Teachers,87.9,90.2,2017-18
27,MORRIS,5770,WHARTON BORO,Administrators,100.0,86.2,2017-18
27,MORRIS,5770,WHARTON BORO,Teachers,96.2,90.2,2017-18
29,OCEAN,0185,BARNEGAT TWP,Administrators,94.1,86.2,2017-18
29,OCEAN,0185,BARNEGAT TWP,Teachers,92.5,90.2,2017-18
29,OCEAN,0210,BAY HEAD BORO,Administrators,66.7,86.2,2017-18
29,OCEAN,0210,BAY HEAD BORO,Teachers,87.5,90.2,2017-18
29,OCEAN,0230,BEACH HAVEN BORO,Administrators,50.0,86.2,2017-18
29,OCEAN,0230,BEACH HAVEN BORO,Teachers,85.7,90.2,2017-18
29,OCEAN,0320,BERKELEY TWP,Administrators,91.7,86.2,2017-18
29,OCEAN,0320,BERKELEY TWP,Teachers,93.9,90.2,2017-18
29,OCEAN,0530,BRICK TWP,Administrators,85.4,86.2,2017-18
29,OCEAN,0530,BRICK TWP,Teachers,93.5,90.2,2017-18
29,OCEAN,0770,CENTRAL REGIONAL,Administrators,100.0,86.2,2017-18
29,OCEAN,0770,CENTRAL REGIONAL,Teachers,97.4,90.2,2017-18
29,OCEAN,1150,EAGLESWOOD TWP,Administrators,100.0,86.2,2017-18
29,OCEAN,1150,EAGLESWOOD TWP,Teachers,100.0,90.2,2017-18
29,OCEAN,2350,ISLAND HEIGHTS BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,2350,ISLAND HEIGHTS BORO,Teachers,100.0,90.2,2017-18
29,OCEAN,2360,JACKSON TWP,Administrators,94.9,86.2,2017-18
29,OCEAN,2360,JACKSON TWP,Teachers,94.6,90.2,2017-18
29,OCEAN,2480,LACEY TWP,Administrators,84.6,86.2,2017-18
29,OCEAN,2480,LACEY TWP,Teachers,90.8,90.2,2017-18
29,OCEAN,2500,LAKEHURST BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,2500,LAKEHURST BORO,Teachers,94.4,90.2,2017-18
29,OCEAN,2520,LAKEWOOD TWP,Administrators,83.9,86.2,2017-18
29,OCEAN,2520,LAKEWOOD TWP,Teachers,86.5,90.2,2017-18
29,OCEAN,2550,LAVALLETTE BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,2550,LAVALLETTE BORO,Teachers,90.5,90.2,2017-18
29,OCEAN,2690,LITTLE EGG HARBOR TWP,Administrators,90.9,86.2,2017-18
29,OCEAN,2690,LITTLE EGG HARBOR TWP,Teachers,87.8,90.2,2017-18
29,OCEAN,2760,LONG BEACH ISLAND,Administrators,100.0,86.2,2017-18
29,OCEAN,2760,LONG BEACH ISLAND,Teachers,96.9,90.2,2017-18
29,OCEAN,2940,MANCHESTER TWP,Administrators,100.0,86.2,2017-18
29,OCEAN,2940,MANCHESTER TWP,Teachers,94.4,90.2,2017-18
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,Administrators,72.2,86.2,2017-18
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,Teachers,80.6,90.2,2017-18
29,OCEAN,3800,OCEAN GATE BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,3800,OCEAN GATE BORO,Teachers,88.9,90.2,2017-18
29,OCEAN,3820,OCEAN TWP,Administrators,100.0,86.2,2017-18
29,OCEAN,3820,OCEAN TWP,Teachers,98.1,90.2,2017-18
29,OCEAN,4105,PINELANDS REGIONAL,Administrators,92.3,86.2,2017-18
29,OCEAN,4105,PINELANDS REGIONAL,Teachers,92.5,90.2,2017-18
29,OCEAN,4190,PLUMSTED TWP,Administrators,100.0,86.2,2017-18
29,OCEAN,4190,PLUMSTED TWP,Teachers,86.8,90.2,2017-18
29,OCEAN,4210,POINT PLEASANT BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,4210,POINT PLEASANT BORO,Teachers,94.2,90.2,2017-18
29,OCEAN,4220,POINT PLEASANT BEACH BORO,Administrators,71.4,86.2,2017-18
29,OCEAN,4220,POINT PLEASANT BEACH BORO,Teachers,94.9,90.2,2017-18
29,OCEAN,4710,SEASIDE HEIGHTS BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,4710,SEASIDE HEIGHTS BORO,Teachers,95.7,90.2,2017-18
29,OCEAN,4950,SOUTHERN REGIONAL,Administrators,100.0,86.2,2017-18
29,OCEAN,4950,SOUTHERN REGIONAL,Teachers,93.3,90.2,2017-18
29,OCEAN,5020,STAFFORD TWP,Administrators,92.3,86.2,2017-18
29,OCEAN,5020,STAFFORD TWP,Teachers,92.2,90.2,2017-18
29,OCEAN,5190,TOMS RIVER REGIONAL,Administrators,94.3,86.2,2017-18
29,OCEAN,5190,TOMS RIVER REGIONAL,Teachers,92.5,90.2,2017-18
29,OCEAN,5220,TUCKERTON BORO,Administrators,100.0,86.2,2017-18
29,OCEAN,5220,TUCKERTON BORO,Teachers,87.5,90.2,2017-18
31,PASSAIC,0420,BLOOMINGDALE BORO,Administrators,100.0,86.2,2017-18
31,PASSAIC,0420,BLOOMINGDALE BORO,Teachers,95.8,90.2,2017-18
31,PASSAIC,0900,CLIFTON CITY,Administrators,88.2,86.2,2017-18
31,PASSAIC,0900,CLIFTON CITY,Teachers,94.2,90.2,2017-18
31,PASSAIC,1920,HALEDON BORO,Administrators,62.5,86.2,2017-18
31,PASSAIC,1920,HALEDON BORO,Teachers,90.0,90.2,2017-18
31,PASSAIC,2100,HAWTHORNE BORO,Administrators,93.3,86.2,2017-18
31,PASSAIC,2100,HAWTHORNE BORO,Teachers,91.6,90.2,2017-18
31,PASSAIC,2510,LAKELAND REGIONAL,Administrators,100.0,86.2,2017-18
31,PASSAIC,2510,LAKELAND REGIONAL,Teachers,92.2,90.2,2017-18
31,PASSAIC,2700,LITTLE FALLS TWP,Administrators,83.3,86.2,2017-18
31,PASSAIC,2700,LITTLE FALLS TWP,Teachers,93.3,90.2,2017-18
31,PASSAIC,3640,NORTH HALEDON BORO,Administrators,80.0,86.2,2017-18
31,PASSAIC,3640,NORTH HALEDON BORO,Teachers,90.9,90.2,2017-18
31,PASSAIC,3970,PASSAIC CITY,Administrators,89.2,86.2,2017-18
31,PASSAIC,3970,PASSAIC CITY,Teachers,87.7,90.2,2017-18
31,PASSAIC,3975,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,Administrators,100.0,86.2,2017-18
31,PASSAIC,3975,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,Teachers,94.4,90.2,2017-18
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,Administrators,57.1,86.2,2017-18
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,Teachers,87.7,90.2,2017-18
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,Administrators,85.7,86.2,2017-18
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,Teachers,93.3,90.2,2017-18
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,Administrators,100.0,86.2,2017-18
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,Teachers,93.3,90.2,2017-18
31,PASSAIC,4010,PATERSON CITY,Administrators,86.5,86.2,2017-18
31,PASSAIC,4010,PATERSON CITY,Teachers,88.3,90.2,2017-18
31,PASSAIC,4230,POMPTON LAKES BORO,Administrators,100.0,86.2,2017-18
31,PASSAIC,4230,POMPTON LAKES BORO,Teachers,91.3,90.2,2017-18
31,PASSAIC,4270,PROSPECT PARK BORO,Administrators,80.0,86.2,2017-18
31,PASSAIC,4270,PROSPECT PARK BORO,Teachers,85.3,90.2,2017-18
31,PASSAIC,4400,RINGWOOD BORO,Administrators,66.7,86.2,2017-18
31,PASSAIC,4400,RINGWOOD BORO,Teachers,82.4,90.2,2017-18
31,PASSAIC,5200,TOTOWA BORO,Administrators,87.5,86.2,2017-18
31,PASSAIC,5200,TOTOWA BORO,Teachers,97.2,90.2,2017-18
31,PASSAIC,5440,WANAQUE BORO,Administrators,100.0,86.2,2017-18
31,PASSAIC,5440,WANAQUE BORO,Teachers,87.9,90.2,2017-18
31,PASSAIC,5570,WAYNE TWP,Administrators,82.1,86.2,2017-18
31,PASSAIC,5570,WAYNE TWP,Teachers,91.4,90.2,2017-18
31,PASSAIC,5650,WEST MILFORD TWP,Administrators,84.6,86.2,2017-18
31,PASSAIC,5650,WEST MILFORD TWP,Teachers,91.9,90.2,2017-18
31,PASSAIC,5690,WOODLAND PARK,Administrators,87.5,86.2,2017-18
31,PASSAIC,5690,WOODLAND PARK,Teachers,89.1,90.2,2017-18
33,SALEM,0060,ALLOWAY TWP,Administrators,50.0,86.2,2017-18
33,SALEM,0060,ALLOWAY TWP,Teachers,83.3,90.2,2017-18
33,SALEM,1350,ELSINBORO TWP,Administrators,100.0,86.2,2017-18
33,SALEM,1350,ELSINBORO TWP,Teachers,88.2,90.2,2017-18
33,SALEM,2800,LOWER ALLOWAYS CREEK,Administrators,100.0,86.2,2017-18
33,SALEM,2800,LOWER ALLOWAYS CREEK,Teachers,88.9,90.2,2017-18
33,SALEM,2950,MANNINGTON TWP,Administrators,100.0,86.2,2017-18
33,SALEM,2950,MANNINGTON TWP,Teachers,87.5,90.2,2017-18
33,SALEM,3860,OLDMANS TWP,Administrators,50.0,86.2,2017-18
33,SALEM,3860,OLDMANS TWP,Teachers,84.6,90.2,2017-18
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,Administrators,87.5,86.2,2017-18
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,Teachers,91.4,90.2,2017-18
33,SALEM,4075,PENNSVILLE,Administrators,100.0,86.2,2017-18
33,SALEM,4075,PENNSVILLE,Teachers,95.2,90.2,2017-18
33,SALEM,4150,PITTSGROVE TWP,Administrators,93.8,86.2,2017-18
33,SALEM,4150,PITTSGROVE TWP,Teachers,90.5,90.2,2017-18
33,SALEM,4280,QUINTON TWP,Administrators,100.0,86.2,2017-18
33,SALEM,4280,QUINTON TWP,Teachers,73.3,90.2,2017-18
33,SALEM,4630,SALEM CITY,Administrators,91.7,86.2,2017-18
33,SALEM,4630,SALEM CITY,Teachers,89.3,90.2,2017-18
33,SALEM,4635,SALEM CO SPECIAL SERVICE,Administrators,100.0,86.2,2017-18
33,SALEM,4635,SALEM CO SPECIAL SERVICE,Teachers,89.1,90.2,2017-18
33,SALEM,4640,SALEM COUNTY VOCATIONAL,Administrators,100.0,86.2,2017-18
33,SALEM,4640,SALEM COUNTY VOCATIONAL,Teachers,86.5,90.2,2017-18
33,SALEM,5320,UPPER PITTSGROVE TWP,Administrators,100.0,86.2,2017-18
33,SALEM,5320,UPPER PITTSGROVE TWP,Teachers,96.9,90.2,2017-18
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,Administrators,69.2,86.2,2017-18
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,Teachers,94.0,90.2,2017-18
35,SOMERSET,0240,BEDMINSTER TWP,Administrators,80.0,86.2,2017-18
35,SOMERSET,0240,BEDMINSTER TWP,Teachers,92.5,90.2,2017-18
35,SOMERSET,0350,BERNARDS TWP,Administrators,96.8,86.2,2017-18
35,SOMERSET,0350,BERNARDS TWP,Teachers,91.6,90.2,2017-18
35,SOMERSET,0490,BOUND BROOK BORO,Administrators,84.6,86.2,2017-18
35,SOMERSET,0490,BOUND BROOK BORO,Teachers,86.9,90.2,2017-18
35,SOMERSET,0510,BRANCHBURG TWP,Administrators,90.0,86.2,2017-18
35,SOMERSET,0510,BRANCHBURG TWP,Teachers,94.2,90.2,2017-18
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,Administrators,91.1,86.2,2017-18
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,Teachers,92.5,90.2,2017-18
35,SOMERSET,1610,FRANKLIN TWP,Administrators,88.6,86.2,2017-18
35,SOMERSET,1610,FRANKLIN TWP,Teachers,90.3,90.2,2017-18
35,SOMERSET,1810,GREEN BROOK TWP,Administrators,100.0,86.2,2017-18
35,SOMERSET,1810,GREEN BROOK TWP,Teachers,88.8,90.2,2017-18
35,SOMERSET,2170,HILLSBOROUGH TWP,Administrators,91.7,86.2,2017-18
35,SOMERSET,2170,HILLSBOROUGH TWP,Teachers,93.6,90.2,2017-18
35,SOMERSET,3000,MANVILLE BORO,Administrators,80.0,86.2,2017-18
35,SOMERSET,3000,MANVILLE BORO,Teachers,86.1,90.2,2017-18
35,SOMERSET,3320,MONTGOMERY TWP,Administrators,91.4,86.2,2017-18
35,SOMERSET,3320,MONTGOMERY TWP,Teachers,92.6,90.2,2017-18
35,SOMERSET,3670,NORTH PLAINFIELD BORO,Administrators,88.0,86.2,2017-18
35,SOMERSET,3670,NORTH PLAINFIELD BORO,Teachers,91.0,90.2,2017-18
35,SOMERSET,4805,SOMERSET CO ED SERV COMM,Administrators,100.0,86.2,2017-18
35,SOMERSET,4805,SOMERSET CO ED SERV COMM,Teachers,66.7,90.2,2017-18
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,Administrators,100.0,86.2,2017-18
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,Teachers,90.3,90.2,2017-18
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,Administrators,92.9,86.2,2017-18
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,Teachers,89.6,90.2,2017-18
35,SOMERSET,4820,SOMERVILLE BORO,Administrators,89.5,86.2,2017-18
35,SOMERSET,4820,SOMERVILLE BORO,Teachers,92.5,90.2,2017-18
35,SOMERSET,4850,SOUTH BOUND BROOK,Administrators,100.0,86.2,2017-18
35,SOMERSET,4850,SOUTH BOUND BROOK,Teachers,89.7,90.2,2017-18
35,SOMERSET,5470,WARREN TWP,Administrators,92.3,86.2,2017-18
35,SOMERSET,5470,WARREN TWP,Teachers,87.3,90.2,2017-18
35,SOMERSET,5540,WATCHUNG BORO,Administrators,75.0,86.2,2017-18
35,SOMERSET,5540,WATCHUNG BORO,Teachers,88.3,90.2,2017-18
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,Administrators,100.0,86.2,2017-18
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,Teachers,91.7,90.2,2017-18
37,SUSSEX,0090,ANDOVER REG,Administrators,83.3,86.2,2017-18
37,SUSSEX,0090,ANDOVER REG,Teachers,76.4,90.2,2017-18
37,SUSSEX,0640,BYRAM TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,0640,BYRAM TWP,Teachers,96.4,90.2,2017-18
37,SUSSEX,1560,FRANKFORD TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,1560,FRANKFORD TWP,Teachers,89.8,90.2,2017-18
37,SUSSEX,1570,FRANKLIN BORO,Administrators,50.0,86.2,2017-18
37,SUSSEX,1570,FRANKLIN BORO,Teachers,90.0,90.2,2017-18
37,SUSSEX,1630,FREDON TWP,Administrators,0.0,86.2,2017-18
37,SUSSEX,1630,FREDON TWP,Teachers,84.0,90.2,2017-18
37,SUSSEX,1800,GREEN TWP,Administrators,66.7,86.2,2017-18
37,SUSSEX,1800,GREEN TWP,Teachers,95.5,90.2,2017-18
37,SUSSEX,1930,HAMBURG BORO,Administrators,100.0,86.2,2017-18
37,SUSSEX,1930,HAMBURG BORO,Teachers,96.8,90.2,2017-18
37,SUSSEX,1980,HAMPTON TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,1980,HAMPTON TWP,Teachers,87.2,90.2,2017-18
37,SUSSEX,2030,HARDYSTON TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,2030,HARDYSTON TWP,Teachers,90.0,90.2,2017-18
37,SUSSEX,2165,HIGH POINT REGIONAL,Administrators,83.3,86.2,2017-18
37,SUSSEX,2165,HIGH POINT REGIONAL,Teachers,94.3,90.2,2017-18
37,SUSSEX,2240,HOPATCONG,Administrators,94.1,86.2,2017-18
37,SUSSEX,2240,HOPATCONG,Teachers,98.7,90.2,2017-18
37,SUSSEX,2465,KITTATINNY REGIONAL,Administrators,100.0,86.2,2017-18
37,SUSSEX,2465,KITTATINNY REGIONAL,Teachers,95.0,90.2,2017-18
37,SUSSEX,2490,LAFAYETTE TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,2490,LAFAYETTE TWP,Teachers,87.1,90.2,2017-18
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,Administrators,90.0,86.2,2017-18
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,Teachers,91.7,90.2,2017-18
37,SUSSEX,3300,MONTAGUE TWP,Administrators,50.0,86.2,2017-18
37,SUSSEX,3300,MONTAGUE TWP,Teachers,96.4,90.2,2017-18
37,SUSSEX,3590,NEWTON TOWN,Administrators,81.8,86.2,2017-18
37,SUSSEX,3590,NEWTON TOWN,Teachers,94.5,90.2,2017-18
37,SUSSEX,3840,OGDENSBURG BORO,Administrators,100.0,86.2,2017-18
37,SUSSEX,3840,OGDENSBURG BORO,Teachers,79.3,90.2,2017-18
37,SUSSEX,4650,SANDYSTON-WALPACK TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,4650,SANDYSTON-WALPACK TWP,Teachers,89.5,90.2,2017-18
37,SUSSEX,4960,SPARTA TWP,Administrators,84.6,86.2,2017-18
37,SUSSEX,4960,SPARTA TWP,Teachers,91.1,90.2,2017-18
37,SUSSEX,5030,STANHOPE BORO,Administrators,100.0,86.2,2017-18
37,SUSSEX,5030,STANHOPE BORO,Teachers,88.2,90.2,2017-18
37,SUSSEX,5040,STILLWATER TWP,Administrators,100.0,86.2,2017-18
37,SUSSEX,5040,STILLWATER TWP,Teachers,94.1,90.2,2017-18
37,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,Administrators,100.0,86.2,2017-18
37,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,Teachers,87.2,90.2,2017-18
37,SUSSEX,5105,SUSSEX CO ED SERV COMM,Administrators,100.0,86.2,2017-18
