CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,StudentDeviceRatio,Year
07,CAMDEN,5560,WATERFORD TWP,100,WATERFORD ELEMENTARY SCHOOL,1:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,010,WINSLOW TOWNSHIP HIGH SCHOOL,5.8:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,020,WINSLOW TOWNSHIP MIDDLE SCHOOL,5.0:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,030,WINSLOW TOWNSHIP ELEMENTARY SCHOOL ONE,3.0:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,040,WINSLOW TOWNSHIP ELEMENTARY SCHOOL TWO,2.9:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,050,WINSLOW TOWNSHIP ELEMENTARY SCHOOL THREE,2.9:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,060,WINSLOW TOWNSHIP ELEMENTARY SCHOOL FOUR,3.6:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,070,WINSLOW TOWNSHIP ELEMENTARY SCHOOL FIVE,8.7:1,2017-18
07,CAMDEN,5820,WINSLOW TWP,080,WINSLOW TOWNSHIP ELEMENTARY SCHOOL SIX,7.4:1,2017-18
07,CAMDEN,5900,WOODLYNNE BORO,050,WOODLYNNE BORO PUBLIC SCHOOL,1:1,2017-18
09,CAPE MAY,0170,AVALON BORO,010,AVALON ELEMENTARY SCHOOL,1:1,2017-18
09,CAPE MAY,0710,CAPE MAY CITY,050,CAPE MAY CITY ELEMENTARY SCHOOL,1:1,2017-18
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,020,CAPE MAY COUNTY HIGH SCHOOL,1.2:1,2017-18
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,095,OCEAN ACADEMY,1.7:1,2017-18
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,030,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,2.4:1,2017-18
09,CAPE MAY,1080,DENNIS TWP,040,DENNIS TOWNSHIP PRIMARY SCHOOL,3.3:1,2017-18
09,CAPE MAY,1080,DENNIS TWP,050,DENNIS TOWNSHIP ELEMENTARY/MIDDLE SCHOOLS,3.0:1,2017-18
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,050,LOWER CAPE MAY REGIONAL HIGH SCHOOL,1:1,2017-18
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,060,RICHARD M. TEITELMAN MIDDLE SCHOOL,1:1,2017-18
09,CAPE MAY,2840,LOWER TWP,050,SANDMAN CONSOLIDATED SCHOOL,1.9:1,2017-18
09,CAPE MAY,2840,LOWER TWP,060,MAUD ABRAMS SCHOOL,1.8:1,2017-18
09,CAPE MAY,2840,LOWER TWP,070,DAVID C. DOUGLASS MEMORIAL SCHOOL,NA,2017-18
09,CAPE MAY,2840,LOWER TWP,080,CARL T. MITNICK SCHOOL,NA,2017-18
09,CAPE MAY,3130,MIDDLE TWP,050,MIDDLE TOWNSHIP HIGH SCHOOL,3.1:1,2017-18
09,CAPE MAY,3130,MIDDLE TWP,080,MIDDLE TOWNSHIP ELEMENTARY #1,NA,2017-18
09,CAPE MAY,3130,MIDDLE TWP,085,MIDDLE TOWNSHIP ELEMENTARY #2,NA,2017-18
09,CAPE MAY,3130,MIDDLE TWP,091,MIDDLE TOWNSHIP ELEMENTARY #4,8.3:1,2017-18
09,CAPE MAY,3680,NORTH WILDWOOD CITY,060,MARGARET MACE ELEMENTARY SCHOOL,1:1,2017-18
09,CAPE MAY,3780,OCEAN CITY,050,OCEAN CITY HIGH SCHOOL,3.5:1,2017-18
09,CAPE MAY,3780,OCEAN CITY,060,OCEAN CITY INTERMEDIATE SCHOOL,2.1:1,2017-18
09,CAPE MAY,3780,OCEAN CITY,070,OCEAN CITY PRIMARY SCHOOL,1:1,2017-18
09,CAPE MAY,5060,STONE HARBOR BORO,050,STONE HARBOR ELEMENTARY SCHOOL,1:1,2017-18
09,CAPE MAY,5340,UPPER TWP,030,UPPER TOWNSHIP MIDDLE SCHOOL,1.0:1,2017-18
09,CAPE MAY,5340,UPPER TWP,050,UPPER TOWNSHIP ELEMENTARY SCHOOL,1.0:1,2017-18
09,CAPE MAY,5340,UPPER TWP,055,UPPER TOWNSHIP PRIMARY SCHOOL,NA,2017-18
09,CAPE MAY,5610,WEST CAPE MAY BORO,050,WEST CAPE MAY ELEMENTARY SCHOOL,1:1,2017-18
09,CAPE MAY,5790,WILDWOOD CITY,050,WILDWOOD HIGH SCHOOL,1:1,2017-18
09,CAPE MAY,5790,WILDWOOD CITY,060,GLENWOOD AVENUE ELEMENTARY SCHOOL,1.3:1,2017-18
09,CAPE MAY,5790,WILDWOOD CITY,070,WILDWOOD MIDDLE SCHOOL,1:1,2017-18
09,CAPE MAY,5800,WILDWOOD CREST BORO,030,CREST MEMORIAL SCHOOL,1:1,2017-18
09,CAPE MAY,5840,WOODBINE BORO,050,WOODBINE ELEMENTARY SCHOOL,1.3:1,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,020,BRIDGETON HIGH SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,030,BROAD STREET SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,050,BUCKSHUTEM ROAD SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,055,CHERRY STREET SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,060,INDIAN AVE SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,100,QUARTER MILE LANE SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,130,WEST AVENUE SCHOOL,NA,2017-18
11,CUMBERLAND,0540,BRIDGETON CITY,150,GERALDINE O FOSTER EARLY CHILDHOOD CENTER,NA,2017-18
11,CUMBERLAND,0950,COMMERCIAL TWP,025,HALEYVILLE-MAURICETOWN ELEMENTARY SCHOOL,1.4:1,2017-18
11,CUMBERLAND,0950,COMMERCIAL TWP,050,PORT NORRIS MIDDLE SCHOOL,6.4:1,2017-18
11,CUMBERLAND,0995,CUMBERLAND CO VOCATIONAL,030,JOHN F. SCARPA TECHNICAL EDUCATION CENTER OF CUMBERLAND COUNTY,1:1,2017-18
11,CUMBERLAND,0997,CUMBERLAND REGIONAL,030,CUMBERLAND REGIONAL HIGH SCHOOL,1:1,2017-18
11,CUMBERLAND,1020,DEERFIELD TWP,040,DEERFIELD TOWNSHIP SCHOOL,1.1:1,2017-18
11,CUMBERLAND,1120,DOWNE TWP,045,DOWNE TOWNSHIP ELEMENTARY SCHOOL,1.3:1,2017-18
11,CUMBERLAND,1460,FAIRFIELD TWP,070,FAIRFIELD TOWNSHIP SCHOOL,2.2:1,2017-18
11,CUMBERLAND,1820,GREENWICH TWP,060,MORRIS GOODWIN SCHOOL,1.4:1,2017-18
11,CUMBERLAND,2270,HOPEWELL TWP,060,HOPEWELL CREST,2.8:1,2017-18
11,CUMBERLAND,2570,LAWRENCE TWP,030,MYRON L. POWELL ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,3050,MAURICE RIVER TWP,065,MAURICE RIVER TOWNSHIP SCHOOL,1.7:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,050,MILLVILLE SENIOR HIGH SCHOOL,1.3:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,060,MEMORIAL HIGH SCHOOL,2.1:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,065,R. M. BACON ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,068,CHILD FAMILY CENTER,NA,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,075,HOLLY HEIGHTS ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,077,LAKESIDE MIDDLE SCHOOL,2.4:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,080,MOUNT PLEASANT ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,085,RIECK AVENUE ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,3230,MILLVILLE CITY,100,SILVER RUN ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5070,STOW CREEK TWP,050,STOW CREEK TOWNSHIP SCHOOL,1:1,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,050,CHARLES F. SEABROOK SCHOOL,1:1,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,060,ELIZABETH F. MOORE SCHOOL,1:1,2017-18
11,CUMBERLAND,5300,UPPER DEERFIELD TWP,070,WOODRUFF MIDDLE SCHOOL,1.0:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,050,VINELAND SENIOR HIGH SCHOOL,1.9:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,060,VETERANS MEMORIAL MIDDLE,1.4:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,065,ANTHONY ROSSI MIDDLE SCHOOL,1.2:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,075,GLORIA M SABATER ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,095,DANE BARSE ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,115,JOHN H. WINSLOW ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,120,JOHNSTONE ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,135,MARIE DURAND ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,160,MAX LEUCHTER,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,176,CASIMER M. DALLAGO JR. IMPACT CENTER,NA,2017-18
11,CUMBERLAND,5390,VINELAND CITY,230,SOLVE D'IPPOLITO ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,260,DR. WILLIAM MENNIES ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,270,PAULINE J. PETWAY ELEMENTARY SCHOOL,1:1,2017-18
11,CUMBERLAND,5390,VINELAND CITY,280,THOMAS W. WALLACE JR. MIDDLE SCHOOL,1.7:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,020,BELLEVILLE HIGH SCHOOL,1.5:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,025,BELLEVILLE MIDDLE SCHOOL,1.9:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,050,BELLEVILLE PS3,1.4:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,055,BELLEVILLE PS4,1.8:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,060,BELLEVILLE PS5,1.0:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,070,BELLEVILLE PS7,1.1:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,080,BELLEVILLE PS8,3.1:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,090,BELLEVILLE PS9,1:1,2017-18
13,ESSEX,0250,BELLEVILLE TOWN,100,BELLEVILLE PS10,1:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,020,BLOOMFIELD HIGH SCHOOL,1.1:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,030,BLOOMFIELD MIDDLE SCHOOL,1:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,050,BERKELEY ELEMENTARY SCHOOL,2.1:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,060,BROOKDALE ELEMENTARY SCHOOL,1.4:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,080,CARTERET ELEMENTARY SCHOOL,2.3:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,100,DEMAREST ELEMENTARY SCHOOL,2.3:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,110,FAIRVIEW ELEMENTARY SCHOOL,2.8:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,120,THE EARLY CHILDHOOD CENTER @ FOREST GLEN,NA,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,130,FRANKLIN ELEMENTARY SCHOOL,2.1:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,140,OAK VIEW ELEMENTARY SCHOOL,1.7:1,2017-18
13,ESSEX,0410,BLOOMFIELD TWP,150,WATSESSING ELEMENTARY SCHOOL,1.9:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,050,JAMES CALDWELL HIGH SCHOOL,1.0:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,060,GROVER CLEVELAND MIDDLE SCHOOL,1.2:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,070,JEFFERSON ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,080,LINCOLN ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,110,WASHINGTON ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,120,WILSON ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,0660,CALDWELL-WEST CALDWELL,300,HARRISON SCHOOL,NA,2017-18
13,ESSEX,0760,CEDAR GROVE TWP,050,CEDAR GROVE HIGH SCHOOL,1.0:1,2017-18
13,ESSEX,0760,CEDAR GROVE TWP,058,MEMORIAL MIDDLE SCHOOL,1.4:1,2017-18
13,ESSEX,0760,CEDAR GROVE TWP,060,NORTH END ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,0760,CEDAR GROVE TWP,090,SOUTH END ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,1210,EAST ORANGE,030,EAST ORANGE STEM ACADEMY HIGH SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,035,EAST ORANGE CAMPUS HIGH SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,050,"EDWARD T. BOWSER, SR. SCHOOL OF EXCELLENCE",NA,2017-18
13,ESSEX,1210,EAST ORANGE,060,GEORGE WASHINGTON CARVER INSTITUTE,NA,2017-18
13,ESSEX,1210,EAST ORANGE,070,JOHN L. COSTLEY MIDDLE SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,080,LANGSTON HUGHES ELEMENTARY SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,090,WHITNEY E. HOUSTON ACADEMY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,093,BENJAMIN BANNEKER ACADEMY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,095,PATRICK F. HEALY MIDDLE SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,100,MILDRED BARRY GARVIN ELEMENTARY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,107,ALTHEA GIBSON ACADEMY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,110,DIONNE WARWICK INSTITUTE,NA,2017-18
13,ESSEX,1210,EAST ORANGE,120,ECOLE TOUSSAINT LOUVERTURE,NA,2017-18
13,ESSEX,1210,EAST ORANGE,130,GORDON PARKS ACADEMY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,135,SOJOURNER TRUTH MIDDLE SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,140,CICELY L. TYSON COMMUNITY ELEMENTARY SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,150,CICELY L. TYSON COMMUNITY MIDDLE/HIGH SCHOOL,NA,2017-18
13,ESSEX,1210,EAST ORANGE,170,J. GARFIELD JACKSON SR. ACADEMY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,190,JOHNNIE L. COCHRAN JR. ACADEMY,NA,2017-18
13,ESSEX,1210,EAST ORANGE,210,WAHLSTROM EARLY CHILDHOOD ACADEMY,NA,2017-18
13,ESSEX,1387,ESSEX CO ED SERV COMM,020,ESSEX CAMPUS ACADEMY,1.3:1,2017-18
13,ESSEX,1387,ESSEX CO ED SERV COMM,030,ESSEX HIGH SCHOOL,4.2:1,2017-18
13,ESSEX,1387,ESSEX CO ED SERV COMM,040,ESSEX JUNIOR ACADEMY,1.7:1,2017-18
13,ESSEX,1390,ESSEX CO VOC-TECH,020,BLOOMFIELD TECH,1.3:1,2017-18
13,ESSEX,1390,ESSEX CO VOC-TECH,050,NORTH 13TH ST TECH,1:1,2017-18
13,ESSEX,1390,ESSEX CO VOC-TECH,070,NEWARK TECH,1.4:1,2017-18
13,ESSEX,1390,ESSEX CO VOC-TECH,080,WEST CALDWELL TECH,1:1,2017-18
13,ESSEX,1400,ESSEX FELLS BORO,050,ESSEX FELLS ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,1465,FAIRFIELD TWP,005,ADLAI E. STEVENSON,1.2:1,2017-18
13,ESSEX,1465,FAIRFIELD TWP,030,CHURCHILL,1.0:1,2017-18
13,ESSEX,1750,GLEN RIDGE BORO,050,GLEN RIDGE HIGH SCHOOL,1:1,2017-18
13,ESSEX,1750,GLEN RIDGE BORO,070,FOREST AVENUE SCHOOL,NA,2017-18
13,ESSEX,1750,GLEN RIDGE BORO,075,RIDGEWOOD AVENUE SCHOOL,2.8:1,2017-18
13,ESSEX,1750,GLEN RIDGE BORO,080,LINDEN AVENUE SCHOOL,NA,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,050,IRVINGTON HIGH SCHOOL,1.2:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,071,AUGUSTA PRESCHOOL ACADEMY,NA,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,080,BERKELEY TERRACE ELEMENTARY SCHOOL,1.2:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,090,CHANCELLOR AVENUE ELEMENTARY SCHOOL,1.0:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,100,FLORENCE AVENUE ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,110,GROVE STREET ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,120,MADISON AT CHANCELLOR SOUTH,1.1:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,125,THURGOOD MARSHALL ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,131,MT. VERNON AVENUE ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,135,UNIVERSITY MIDDLE SCHOOL,1.0:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,136,UNIVERSITY ELEMENTARY SCHOOL,1.0:1,2017-18
13,ESSEX,2330,IRVINGTON TOWNSHIP,140,UNION AVENUE MIDDLE SCHOOL,1.0:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,050,LIVINGSTON HIGH SCHOOL,1:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,055,HERITAGE MIDDLE SCHOOL,1.0:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,060,MOUNT PLEASANT MIDDLE SCHOOL,1.0:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,070,BURNET HILL ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,080,COLLINS ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,090,HARRISON ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,100,HILLSIDE ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,110,MOUNT PLEASANT ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,2730,LIVINGSTON TWP,118,RIKER HILL ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,3190,MILLBURN TWP,050,MILLBURN HIGH SCHOOL,3.2:1,2017-18
13,ESSEX,3190,MILLBURN TWP,060,MILLBURN MIDDLE SCHOOL,2.5:1,2017-18
13,ESSEX,3190,MILLBURN TWP,065,DEERFIELD SCHOOL,1:1,2017-18
13,ESSEX,3190,MILLBURN TWP,070,GLENWOOD SCHOOL,NA,2017-18
13,ESSEX,3190,MILLBURN TWP,080,HARTSHORN SCHOOL,NA,2017-18
13,ESSEX,3190,MILLBURN TWP,100,SOUTH MOUNTAIN SCHOOL,NA,2017-18
13,ESSEX,3190,MILLBURN TWP,120,WYOMING SCHOOL,NA,2017-18
13,ESSEX,3190,MILLBURN TWP,300,WASHINGTON SCHOOL,NA,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,050,MONTCLAIR HIGH SCHOOL,1.6:1,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,060,CHARLES H. BULLOCK SCHOOL,1:1,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,100,BRADFORD ELEMENTARY SCHOOL,NA,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,110,EDGEMONT ELEMENTARY SCHOOL,1.2:1,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,116,GLENFIELD MIDDLE SCHOOL,NA,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,123,HILLSIDE ELEMENTARY SCHOOL,1.0:1,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,127,BUZZ ALDRIN MIDDLE SCHOOL,1.5:1,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,130,NISHUANE ELEMENTARY SCHOOL,NA,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,140,NORTHEAST ELEMENTARY SCHOOL,NA,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,165,RENAISSANCE MIDDLE SCHOOL AT THE RAND BUILDING,NA,2017-18
13,ESSEX,3310,MONTCLAIR TOWN,170,WATCHUNG ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,3570,NEWARK CITY,002,UPLIFT ACADEMY,2.3:1,2017-18
13,ESSEX,3570,NEWARK CITY,003,NEWARK INNOVATION ACADEMY,NA,2017-18
13,ESSEX,3570,NEWARK CITY,004,NJ REGIONAL DAY SCHOOL - NEWARK,1.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,010,ARTS HIGH SCHOOL,1.8:1,2017-18
13,ESSEX,3570,NEWARK CITY,020,BARRINGER ARTS HIGH SCHOOL,1.0:1,2017-18
13,ESSEX,3570,NEWARK CITY,030,CENTRAL HIGH SCHOOL,2.0:1,2017-18
13,ESSEX,3570,NEWARK CITY,040,EAST SIDE HIGH SCHOOL,1.1:1,2017-18
13,ESSEX,3570,NEWARK CITY,050,MALCOLM X SHABAZZ HIGH SCHOOL,1.0:1,2017-18
13,ESSEX,3570,NEWARK CITY,055,SCIENCE PARK HIGH SCHOOL,1.6:1,2017-18
13,ESSEX,3570,NEWARK CITY,056,TECHNOLOGY HIGH SCHOOL,1.0:1,2017-18
13,ESSEX,3570,NEWARK CITY,057,UNIVERSITY HIGH SCHOOL,1.3:1,2017-18
13,ESSEX,3570,NEWARK CITY,070,WEEQUAHIC HIGH SCHOOL,3.3:1,2017-18
13,ESSEX,3570,NEWARK CITY,080,WEST SIDE HIGH SCHOOL,NA,2017-18
13,ESSEX,3570,NEWARK CITY,087,AMERICAN HISTORY HIGH SCHOOL,1.7:1,2017-18
13,ESSEX,3570,NEWARK CITY,170,ABINGTON AVENUE SCHOOL,3.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,200,ANN STREET SCHOOL,1.9:1,2017-18
13,ESSEX,3570,NEWARK CITY,220,B.R.I.C.K. AVON ACADEMY,2.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,225,BELMONT RUNYON ELEMENTARY SCHOOL,1.2:1,2017-18
13,ESSEX,3570,NEWARK CITY,270,BRANCH BROOK SCHOOL,1:1,2017-18
13,ESSEX,3570,NEWARK CITY,290,BRUCE STREET SCHOOL FOR THE DEAF,1.6:1,2017-18
13,ESSEX,3570,NEWARK CITY,301,LUIS MUÑOS MARIN ELEMENTARY SCHOOL,1.8:1,2017-18
13,ESSEX,3570,NEWARK CITY,302,NEWARK LEADERSHIP ACADEMY,1:1,2017-18
13,ESSEX,3570,NEWARK CITY,304,BARD EARLY COLLEGE HIGH SCHOOL,3.3:1,2017-18
13,ESSEX,3570,NEWARK CITY,306,EARLY CHILDHOOD SCHOOL - SOUTH,NA,2017-18
13,ESSEX,3570,NEWARK CITY,307,EAGLE ACADEMY FOR YOUNG MEN OF NEWARK,2.3:1,2017-18
13,ESSEX,3570,NEWARK CITY,308,EARLY CHILDHOOD SCHOOL - WEST,NA,2017-18
13,ESSEX,3570,NEWARK CITY,310,CAMDEN STREET ELEMENTARY SCHOOL,1.2:1,2017-18
13,ESSEX,3570,NEWARK CITY,312,BARRINGER ACADEMY OF S.T.E.A.M.,NA,2017-18
13,ESSEX,3570,NEWARK CITY,314,EARLY CHILDHOOD SCHOOL - CENTRAL,NA,2017-18
13,ESSEX,3570,NEWARK CITY,316,EARLY CHILDHOOD SCHOOL - NORTH,NA,2017-18
13,ESSEX,3570,NEWARK CITY,317,SALOME UREÑA ELEMENTARY SCHOOL,NA,2017-18
13,ESSEX,3570,NEWARK CITY,330,CHANCELLOR AVENUE SCHOOL,1.2:1,2017-18
13,ESSEX,3570,NEWARK CITY,350,CLEVELAND EIGHTEENTH AVENUE SCHOOL,1.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,370,B.R.I.C.K. PESHINE ACADEMY,NA,2017-18
13,ESSEX,3570,NEWARK CITY,390,ELLIOTT STREET ELEMENTARY SCHOOL,3.1:1,2017-18
13,ESSEX,3570,NEWARK CITY,410,FIRST AVENUE SCHOOL,2.6:1,2017-18
13,ESSEX,3570,NEWARK CITY,415,DR. E. ALMA FLAGG SCHOOL,1.9:1,2017-18
13,ESSEX,3570,NEWARK CITY,420,FOURTEENTH AVENUE SCHOOL,1:1,2017-18
13,ESSEX,3570,NEWARK CITY,430,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,1:1,2017-18
13,ESSEX,3570,NEWARK CITY,435,GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1.7:1,2017-18
13,ESSEX,3570,NEWARK CITY,440,DR WILLIAM H HORTON ELEMENTARY SCHOOL,1.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,455,HARRIET TUBMAN ELEMENTARY SCHOOL,1.6:1,2017-18
13,ESSEX,3570,NEWARK CITY,460,HAWKINS STREET SCHOOL,2.1:1,2017-18
13,ESSEX,3570,NEWARK CITY,470,HAWTHORNE AVENUE SCHOOL,3.1:1,2017-18
13,ESSEX,3570,NEWARK CITY,477,JOHN F KENNEDY SCHOOL,1:1,2017-18
13,ESSEX,3570,NEWARK CITY,480,LAFAYETTE STREET SCHOOL,2.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,490,LINCOLN,2.4:1,2017-18
13,ESSEX,3570,NEWARK CITY,495,LOUISE A SPENCER / MILLER STREET SCHOOL,1.7:1,2017-18
13,ESSEX,3570,NEWARK CITY,520,MCKINLEY,1.6:1,2017-18
13,ESSEX,3570,NEWARK CITY,565,IVY HILL ELEMENTARY SCHOOL,2.5:1,2017-18
13,ESSEX,3570,NEWARK CITY,570,MT VERNON PLACE SCHOOL,3.2:1,2017-18
13,ESSEX,3570,NEWARK CITY,575,RAFAEL HERNANDEZ SCHOOL,1.6:1,2017-18
13,ESSEX,3570,NEWARK CITY,581,PARK ELEMENTARY SCHOOL,2.1:1,2017-18
13,ESSEX,3570,NEWARK CITY,590,OLIVER STREET SCHOOL,1.4:1,2017-18
